experiment_id,image_pair,resolution,lambda,blur,reach,splatting,t,psnr,delta_e,tearing_pct,coverage,mass_error,sharpness,compute_time_total,compute_time_per_frame,sinkhorn_time,interpolation_time,memory_allocated_gb,memory_max_allocated_gb,regime,mean_displacement,max_displacement,std_displacement,mean_divergence,mean_curl,mean_laplacian,smoothness_score
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.2,8.796218779181727,41.523155212402344,0.0,1.0,0.00012285431793676967,0.052457425743341446,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.25,9.331695445478296,39.11727523803711,0.0,1.0,0.0001681968020893701,0.04967481270432472,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.3,9.894810015413807,36.707275390625,0.0,1.0,0.00021309704325729416,0.04707708582282066,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.35,10.48948286650512,34.29518127441406,0.0,1.0,0.00026045994983888484,0.04463953524827957,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.4,11.120471668333698,31.87944793701172,0.0,1.0,0.0003116221452769692,0.04234545677900314,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.45,11.793236605873744,29.460163116455078,0.0,1.0,0.0003642823558361864,0.04018787667155266,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.5,12.51422486908649,27.037080764770508,0.0,1.0,0.00040395684196717824,0.03816404938697815,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.55,13.29153196066825,24.60913848876953,0.0,1.0,0.00046222392326512857,0.03628179430961609,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.6,14.135614981403904,22.176624298095703,0.0,1.0,0.0005015164112458905,0.034543976187705994,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.65,15.058219540519238,19.73929214477539,0.0,1.0,0.0005291443447535566,0.032977890223264694,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.7,16.075183534042964,17.29648208618164,0.0,1.0,0.0005378194823887364,0.031620535999536514,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.75,17.20866932163917,14.846630096435547,0.0,1.0,0.0005233970414089279,0.030542366206645966,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.8,18.4925367366745,12.387649536132812,0.0,1.0,0.0004845721799374115,0.029886916279792786,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.85,19.9859981603387,9.922425270080566,0.0,1.0,0.00041321744479010737,0.029961295425891876,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.9,21.832385102529667,7.489468574523926,0.0,1.0,0.00031587877078534843,0.03162494674324989,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,0.95,24.478274339211794,4.912741184234619,0.0,1.0,0.00023601264576247603,0.038004904985427856,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_strawberry,64,0.0,0.03,0.1,True,1.0,29.55843043629534,2.0064375400543213,0.0,1.0,0.0002779827063794054,0.06218649446964264,1.7896454334259033,0.08522121111551921,1.789644718170166,7.152557373046875e-07,0.086137344,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.0,6.880410606452715,50.05195999145508,0.0,1.0,0.030830698857971465,0.05837466940283775,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.05,6.988386787904063,49.34333419799805,0.0,1.0,0.04099131554429778,0.056174881756305695,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.1,7.109143648634774,48.54753875732422,0.0,1.0,0.04815898713778508,0.05420143902301788,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.15,7.250238801364498,47.64595031738281,0.0,1.0,0.05128392607200297,0.0515785813331604,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.2,7.402294004490537,46.65937805175781,0.0,1.0,0.04994473798583177,0.050005532801151276,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.25,7.573289548865598,45.563941955566406,0.0,0.999267578125,0.04262090923011713,0.04837110638618469,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.3,7.769213262886487,44.382266998291016,0.0,0.994384765625,0.03008539607044601,0.04604903608560562,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.35,7.9850627705913,43.03904724121094,0.0,0.986083984375,0.013314365815063612,0.041019756346940994,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.4,8.213668405719341,41.62621307373047,0.0,0.9765625,0.010841251073423057,0.037824053317308426,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.45,8.440357569928008,40.21819305419922,0.0,0.974853515625,0.03232442281548147,0.03825841844081879,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.5,8.732960770413317,38.435333251953125,0.0,0.963134765625,0.04701942564068079,0.03510678932070732,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.55,9.038746519656629,36.60113525390625,0.0,0.938720703125,0.05176237430048825,0.03455581143498421,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.6,9.455253385835558,34.285240173339844,0.0,0.956787109375,0.04000999247792973,0.02762436494231224,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.65,9.89096141947555,31.850831985473633,0.0,0.96533203125,0.02045387164967526,0.028222067281603813,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.7,10.426877379845374,29.246623992919922,0.0,0.986328125,0.0005592652880718536,0.03021170198917389,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.75,11.088527521264444,26.28330421447754,0.0,0.9921875,0.01267362665671073,0.029412835836410522,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.8,11.88115100993317,23.05765724182129,0.0,0.99267578125,0.023204928610533672,0.033084217458963394,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.85,12.789832524034644,19.641475677490234,0.0,0.997802734375,0.02822008587284678,0.03721822053194046,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.9,13.806527830210225,16.160242080688477,0.0,1.0,0.025825636276801206,0.041659120470285416,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,0.95,14.86662012405082,12.946303367614746,0.0,1.0,0.01442103803169599,0.05346577987074852,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
13,salameche_strawberry,64,1.0,0.03,0.1,True,1.0,15.382366005557754,11.119484901428223,0.0,1.0,0.01487037355074507,0.08681418746709824,0.31262874603271484,0.014887083144414993,0.31262803077697754,7.152557373046875e-07,0.076159488,4.258202624,,,,,,,,
14,salameche_strawberry,32,1.0,0.03,0.1,True,0.5,10.371090824398888,31.170059204101562,0.0,1.0,0.0018302860561120364,0.058612748980522156,0.06385111808776855,0.06385111808776855,0.06385064125061035,4.76837158203125e-07,0.012780032,4.258202624,,,,,,,,
15,salameche_strawberry,48,1.0,0.03,0.1,True,0.5,8.25773664349977,40.404788970947266,0.0,0.9761284722222222,0.015155023273127137,0.0529295988380909,0.08000636100769043,0.08000636100769043,0.08000612258911133,2.384185791015625e-07,0.029950976,4.258202624,,,,,,,,
16,salameche_strawberry,64,1.0,0.03,0.1,True,0.5,8.732960287020184,38.435333251953125,0.0,0.963134765625,0.04701942564068079,0.03510679304599762,0.25522279739379883,0.25522279739379883,0.2552223205566406,4.76837158203125e-07,0.076159488,4.258202624,,,,,,,,
17,salameche_strawberry,96,1.0,0.03,0.1,True,0.5,8.573986452949473,39.19637680053711,0.0,0.8927951388888888,0.17898805269810192,0.021870452910661697,1.1068115234375,1.1068115234375,1.1068108081817627,7.152557373046875e-07,0.350779904,4.258202624,,,,,,,,
18,salameche_strawberry,128,1.0,0.03,0.1,True,0.5,8.247199273177843,41.22050476074219,0.0,0.84326171875,0.22563912158049948,0.013683357276022434,3.373753070831299,3.373753070831299,3.3737528324127197,2.384185791015625e-07,1.088921088,7.086483968,,,,,,,,
19,salameche_strawberry,64,1.0,0.01,balanced,True,0.5,12.141654384284028,28.922019958496094,0.0,1.0,0.0194465987345,0.039326924830675125,0.3387565612792969,0.3387565612792969,0.33875560760498047,9.5367431640625e-07,0.076662784,7.086483968,,,,,,,,
20,salameche_strawberry,64,1.0,0.01,0.01,True,0.5,6.155405856420305,60.054500579833984,0.0,0.4501953125,0.8938519099424718,0.015991466119885445,0.32357287406921387,0.32357287406921387,0.32357263565063477,2.384185791015625e-07,0.07563264,7.086483968,,,,,,,,
21,salameche_strawberry,64,1.0,0.01,0.02,True,0.5,6.19861848077035,58.111968994140625,0.0,0.59375,0.7134163591559806,0.05684586986899376,0.32361698150634766,0.32361698150634766,0.32361650466918945,4.76837158203125e-07,0.075643904,7.086483968,,,,,,,,
22,salameche_strawberry,64,1.0,0.01,0.05,True,0.5,7.486327322189251,44.79588317871094,0.0,0.905517578125,0.16204519617140076,0.04235801473259926,0.32821035385131836,0.32821035385131836,0.32820963859558105,7.152557373046875e-07,0.075723776,7.086483968,,,,,,,,
23,salameche_strawberry,64,1.0,0.01,0.1,True,0.5,8.692754640432451,38.579288482666016,0.0,0.95947265625,0.04212604154214117,0.03698180243372917,0.3242650032043457,0.3242650032043457,0.3242645263671875,4.76837158203125e-07,0.075828736,7.086483968,,,,,,,,
24,salameche_strawberry,64,1.0,0.01,0.15,True,0.5,9.70803327927004,35.137901306152344,0.0,0.98046875,0.03241873394133333,0.04471014067530632,0.3398430347442627,0.3398430347442627,0.3398423194885254,7.152557373046875e-07,0.075881984,7.086483968,,,,,,,,
25,salameche_strawberry,64,1.0,0.01,0.3,True,0.5,11.664812583385537,29.560720443725586,0.0,1.0,0.023274529384814585,0.0433167964220047,0.37088656425476074,0.37088656425476074,0.37088608741760254,4.76837158203125e-07,0.07612928,7.086483968,,,,,,,,
26,salameche_strawberry,64,1.0,0.01,0.5,True,0.5,12.383099352204622,27.997167587280273,0.0,1.0,0.02387916280547207,0.04379536956548691,0.39959120750427246,0.39959120750427246,0.39959025382995605,9.5367431640625e-07,0.076281856,7.086483968,,,,,,,,
27,salameche_strawberry,64,1.0,0.01,0.7,True,0.5,12.449579545840058,27.986446380615234,0.0,1.0,0.011018503872048639,0.042169585824012756,0.35344409942626953,0.35344409942626953,0.35344362258911133,4.76837158203125e-07,0.076468736,7.086483968,,,,,,,,
28,salameche_strawberry,64,1.0,0.01,1.0,True,0.5,12.252437809284276,28.627836227416992,0.0,1.0,0.009898919499826405,0.04035849869251251,0.3342428207397461,0.3342428207397461,0.3342423439025879,4.76837158203125e-07,0.07660544,7.086483968,,,,,,,,
29,salameche_strawberry,64,1.0,0.02,balanced,True,0.5,12.124739037245703,28.967926025390625,0.0,1.0,0.01859979050303797,0.03908323496580124,0.3461759090423584,0.3461759090423584,0.3461751937866211,7.152557373046875e-07,0.078845952,7.086483968,,,,,,,,
30,salameche_strawberry,64,1.0,0.02,0.01,True,0.5,6.101882946720474,61.00020980834961,0.0,0.419921875,0.952591323513628,0.006193551234900951,0.2968285083770752,0.2968285083770752,0.2968277931213379,7.152557373046875e-07,0.07564544,7.086483968,,,,,,,,
31,salameche_strawberry,64,1.0,0.02,0.02,True,0.5,6.249841597935058,58.251441955566406,0.0,0.655517578125,0.7537521746793345,0.040317386388778687,0.3029015064239502,0.3029015064239502,0.3029007911682129,7.152557373046875e-07,0.075661824,7.086483968,,,,,,,,
32,salameche_strawberry,64,1.0,0.02,0.05,True,0.5,7.4976592171299385,44.78607177734375,0.0,0.912109375,0.16347471544218647,0.041014980524778366,0.2970905303955078,0.2970905303955078,0.2970898151397705,7.152557373046875e-07,0.075789824,7.086483968,,,,,,,,
33,salameche_strawberry,64,1.0,0.02,0.1,True,0.5,8.70816594071693,38.531044006347656,0.0,0.960693359375,0.043902783046310324,0.036154065281152725,0.2969479560852051,0.2969479560852051,0.296947717666626,2.384185791015625e-07,0.075975168,7.086483968,,,,,,,,
34,salameche_strawberry,64,1.0,0.02,0.15,True,0.5,9.706717747363792,35.131019592285156,0.0,0.982177734375,0.034380497772419256,0.04383358731865883,0.2989940643310547,0.2989940643310547,0.2989933490753174,7.152557373046875e-07,0.07615488,7.086483968,,,,,,,,
35,salameche_strawberry,64,1.0,0.02,0.3,True,0.5,11.663134702185122,29.554454803466797,0.0,1.0,0.02327041492028273,0.04326225072145462,0.30747151374816895,0.30747151374816895,0.30747079849243164,7.152557373046875e-07,0.076924928,7.086483968,,,,,,,,
36,salameche_strawberry,64,1.0,0.02,0.5,True,0.5,12.371596763721278,28.00539779663086,0.0,1.0,0.023655953104619036,0.0436781570315361,0.3191335201263428,0.3191335201263428,0.31913280487060547,7.152557373046875e-07,0.077485056,7.086483968,,,,,,,,
37,salameche_strawberry,64,1.0,0.02,0.7,True,0.5,12.427327436632577,28.0336856842041,0.0,1.0,0.010691789672816173,0.04171079397201538,0.3265862464904785,0.3265862464904785,0.3265855312347412,7.152557373046875e-07,0.078252032,7.086483968,,,,,,,,
38,salameche_strawberry,64,1.0,0.02,1.0,True,0.5,12.236836850131318,28.65746307373047,0.0,1.0,0.009286892900713245,0.03997802734375,0.32834887504577637,0.32834887504577637,0.32834815979003906,7.152557373046875e-07,0.078752256,7.086483968,,,,,,,,
39,salameche_strawberry,64,1.0,0.03,balanced,True,0.5,12.11157546599793,28.991729736328125,0.0,1.0,0.0177288097924513,0.03883376717567444,0.34188318252563477,0.34188318252563477,0.34188246726989746,7.152557373046875e-07,0.081765376,7.086483968,,,,,,,,
40,salameche_strawberry,64,1.0,0.03,0.01,True,0.5,6.176827738630721,60.55697250366211,0.0,0.609619140625,0.9439553035431744,0.004604616668075323,0.25761914253234863,0.25761914253234863,0.25761914253234863,0.0,0.075679232,7.086483968,,,,,,,,
41,salameche_strawberry,64,1.0,0.03,0.02,True,0.5,6.333553952106068,57.961307525634766,0.0,0.745849609375,0.7720663313399503,0.029627354815602303,0.30371689796447754,0.30371689796447754,0.30371570587158203,1.1920928955078125e-06,0.075707904,7.086483968,,,,,,,,
42,salameche_strawberry,64,1.0,0.03,0.05,True,0.5,7.51732761534826,44.7474365234375,0.0,0.918701171875,0.16589421345244107,0.03872395679354668,0.28720641136169434,0.28720641136169434,0.28720569610595703,7.152557373046875e-07,0.075874816,7.086483968,,,,,,,,
43,salameche_strawberry,64,1.0,0.03,0.1,True,0.5,8.732960287020184,38.43532943725586,0.0,0.963134765625,0.04701942564068079,0.03510678932070732,0.2832679748535156,0.2832679748535156,0.2832670211791992,9.5367431640625e-07,0.076159488,7.086483968,,,,,,,,
44,salameche_strawberry,64,1.0,0.03,0.15,True,0.5,9.705750031646541,35.13956832885742,0.0,0.9833984375,0.03646434548078627,0.04353322088718414,0.3752427101135254,0.3752427101135254,0.3752419948577881,7.152557373046875e-07,0.076528128,7.086483968,,,,,,,,
45,salameche_strawberry,64,1.0,0.03,0.3,True,0.5,11.66599437164568,29.531158447265625,0.0,1.0,0.02379500914809401,0.04269374907016754,0.32494139671325684,0.32494139671325684,0.32494091987609863,4.76837158203125e-07,0.07796224,7.086483968,,,,,,,,
46,salameche_strawberry,64,1.0,0.03,0.5,True,0.5,12.371560731418539,27.977842330932617,0.0,1.0,0.02357597820028114,0.04336562380194664,0.3118925094604492,0.3118925094604492,0.3118917942047119,7.152557373046875e-07,0.079140864,7.086483968,,,,,,,,
47,salameche_strawberry,64,1.0,0.03,0.7,True,0.5,12.420293019019171,28.032102584838867,0.0,1.0,0.010432064099242942,0.04114503785967827,0.3338358402252197,0.3338358402252197,0.3338351249694824,7.152557373046875e-07,0.080935424,7.086483968,,,,,,,,
48,salameche_strawberry,64,1.0,0.03,1.0,True,0.5,12.229409014199735,28.651840209960938,0.0,1.0,0.008579847886317602,0.03959350660443306,0.34311795234680176,0.34311795234680176,0.34311747550964355,4.76837158203125e-07,0.081721344,7.086483968,,,,,,,,
49,salameche_strawberry,64,1.0,0.05,balanced,True,0.5,12.104840362002033,28.971176147460938,0.0,1.0,0.017037194020050106,0.03840310499072075,0.43071770668029785,0.43071770668029785,0.43071722984313965,4.76837158203125e-07,0.090308608,7.086483968,,,,,,,,
50,salameche_strawberry,64,1.0,0.05,0.01,True,0.5,6.42027290517562,58.6064453125,0.0,0.850830078125,0.8689372039172659,0.007210913579910994,0.2637021541595459,0.2637021541595459,0.2637014389038086,7.152557373046875e-07,0.075912192,7.086483968,,,,,,,,
51,salameche_strawberry,64,1.0,0.05,0.02,True,0.5,6.645082652168945,55.79730224609375,0.0,0.883544921875,0.7210081248138245,0.01774093322455883,0.2658388614654541,0.2658388614654541,0.265838623046875,2.384185791015625e-07,0.075951616,7.086483968,,,,,,,,
52,salameche_strawberry,64,1.0,0.05,0.05,True,0.5,7.604673450878508,44.27691650390625,0.0,0.93505859375,0.15573598625434545,0.030052637681365013,0.27436232566833496,0.27436232566833496,0.27436161041259766,7.152557373046875e-07,0.076158976,7.086483968,,,,,,,,
53,salameche_strawberry,64,1.0,0.05,0.1,True,0.5,8.78345451826689,38.22385025024414,0.0,0.9677734375,0.049816875791291085,0.03290540724992752,0.24834871292114258,0.24834871292114258,0.24834799766540527,7.152557373046875e-07,0.076737536,7.086483968,,,,,,,,
54,salameche_strawberry,64,1.0,0.05,0.15,True,0.5,9.722478585469451,35.065093994140625,0.0,0.9892578125,0.036478296087089586,0.04072350263595581,0.26735424995422363,0.26735424995422363,0.26735377311706543,4.76837158203125e-07,0.077642752,7.086483968,,,,,,,,
55,salameche_strawberry,64,1.0,0.05,0.3,True,0.5,11.69564742596393,29.402387619018555,0.0,1.0,0.026997155458517053,0.041755560785532,0.3270449638366699,0.3270449638366699,0.3270447254180908,2.384185791015625e-07,0.080955904,7.086483968,,,,,,,,
56,salameche_strawberry,64,1.0,0.05,0.5,True,0.5,12.421988175288048,27.81401824951172,0.0,1.0,0.02344110090984633,0.042440835386514664,0.393451452255249,0.393451452255249,0.3934507369995117,7.152557373046875e-07,0.083981824,7.086483968,,,,,,,,
57,salameche_strawberry,64,1.0,0.05,0.7,True,0.5,12.46243214447475,27.87262725830078,0.0,1.0,0.009597599261376471,0.0401565283536911,0.42682671546936035,0.42682671546936035,0.42682600021362305,7.152557373046875e-07,0.090308608,7.086483968,,,,,,,,
58,salameche_strawberry,64,1.0,0.05,1.0,True,0.5,12.251267217754307,28.507266998291016,0.0,1.0,0.007962421052506385,0.038983069360256195,0.4060659408569336,0.4060659408569336,0.4060652256011963,7.152557373046875e-07,0.090308608,7.086483968,,,,,,,,
59,salameche_strawberry,64,1.0,0.07,balanced,True,0.5,12.11833763149517,28.90509796142578,0.0,1.0,0.017570467196483263,0.03807705640792847,0.4621856212615967,0.4621856212615967,0.4621851444244385,4.76837158203125e-07,0.098697216,8.873975296,,,,,,,,
60,salameche_strawberry,64,1.0,0.07,0.01,True,0.5,6.912752382869229,54.07955551147461,0.0,0.917236328125,0.7048865920176367,0.009420216083526611,0.2666909694671631,0.2666909694671631,0.2666900157928467,9.5367431640625e-07,0.076427776,8.873975296,,,,,,,,
61,salameche_strawberry,64,1.0,0.07,0.02,True,0.5,7.04171125665873,51.70683670043945,0.0,0.925537109375,0.5653149547060137,0.014544867910444736,0.29531025886535645,0.29531025886535645,0.29530954360961914,7.152557373046875e-07,0.076477952,8.873975296,,,,,,,,
62,salameche_strawberry,64,1.0,0.07,0.05,True,0.5,7.7750928712273515,43.02062225341797,0.0,0.94873046875,0.13698193547561716,0.021821007132530212,0.2567942142486572,0.2567942142486572,0.2567932605743408,9.5367431640625e-07,0.076789248,8.873975296,,,,,,,,
63,salameche_strawberry,64,1.0,0.07,0.1,True,0.5,8.83136411145764,38.083316802978516,0.0,0.9697265625,0.05439389614043619,0.030188031494617462,0.2994556427001953,0.2994556427001953,0.299454927444458,7.152557373046875e-07,0.07785472,8.873975296,,,,,,,,
