experiment_id,image_pair,resolution,lambda,blur,reach,splatting,t,psnr,delta_e,tearing_pct,coverage,mass_error,sharpness,compute_time_total,compute_time_per_frame,sinkhorn_time,interpolation_time,memory_allocated_gb,memory_max_allocated_gb,regime,mean_displacement,max_displacement,std_displacement,mean_divergence,mean_curl,mean_laplacian,smoothness_score
1,salameche_pikachu,64,0.0,0.03,0.1,True,0.5,10.919211159962764,27.07369613647461,0.0,1.0,0.00017394600198009858,0.05580177158117294,0.5098071098327637,0.5098071098327637,0.5098071098327637,0.0,0.086137344,4.258202624,,,,,,,,
2,salameche_pikachu,64,0.25,0.03,0.1,True,0.5,9.579132163089675,28.512550354003906,0.0,1.0,0.007177573304435498,0.063478022813797,0.27934932708740234,0.27934932708740234,0.27934908866882324,2.384185791015625e-07,0.081829888,4.258202624,,,,,,,,
3,salameche_pikachu,64,0.5,0.03,0.1,True,0.5,9.373553388232567,29.479331970214844,0.0,1.0,0.026703835742256335,0.06430334597826004,0.2777860164642334,0.2777860164642334,0.2777857780456543,2.384185791015625e-07,0.08101888,4.258202624,,,,,,,,
4,salameche_pikachu,64,0.75,0.03,0.1,True,0.5,9.1258722523637,31.17998695373535,0.0,1.0,0.044331575846251275,0.06478822976350784,0.27610349655151367,0.27610349655151367,0.27610325813293457,2.384185791015625e-07,0.080568832,4.258202624,,,,,,,,
5,salameche_pikachu,64,1.0,0.03,0.1,True,0.5,8.772286848108221,33.579410552978516,0.0,1.0,0.06365406809821235,0.06563491374254227,0.2747821807861328,0.2747821807861328,0.2747817039489746,4.76837158203125e-07,0.080231936,4.258202624,,,,,,,,
6,salameche_pikachu,64,1.25,0.03,0.1,True,0.5,8.530354499890718,35.173301696777344,0.0,1.0,0.07868505911778133,0.06730315089225769,0.2858438491821289,0.2858438491821289,0.2858436107635498,2.384185791015625e-07,0.0800896,4.258202624,,,,,,,,
7,salameche_pikachu,64,1.5,0.03,0.1,True,0.5,8.445700026523463,35.65229797363281,0.0,1.0,0.08878006249331086,0.06740166991949081,0.2897779941558838,0.2897779941558838,0.2897777557373047,2.384185791015625e-07,0.079995392,4.258202624,,,,,,,,
8,salameche_pikachu,64,1.75,0.03,0.1,True,0.5,8.395004149152612,35.9892692565918,0.0,1.0,0.09787195074703615,0.06680595874786377,0.28827691078186035,0.28827691078186035,0.28827667236328125,2.384185791015625e-07,0.079911424,4.258202624,,,,,,,,
9,salameche_pikachu,64,2.0,0.03,0.1,True,0.5,8.349772032786666,36.33659744262695,0.0,1.0,0.10711966326053657,0.06667055934667587,0.29625988006591797,0.29625988006591797,0.29625940322875977,4.76837158203125e-07,0.079843328,4.258202624,,,,,,,,
10,salameche_pikachu,64,2.5,0.03,0.1,True,0.5,8.23740195599564,37.153831481933594,0.0,1.0,0.12764597318981974,0.06679846346378326,0.3090336322784424,0.3090336322784424,0.3090333938598633,2.384185791015625e-07,0.079709184,4.258202624,,,,,,,,
11,salameche_pikachu,64,3.0,0.03,0.1,True,0.5,8.104585808683728,38.16823196411133,0.0,1.0,0.15003166476208482,0.0669751688838005,0.3057839870452881,0.3057839870452881,0.3057835102081299,4.76837158203125e-07,0.079570432,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.0,7.025937398257921,41.31639099121094,0.0,1.0,2.8935137342696194e-06,0.0665806457400322,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.05,7.363745660903698,39.73114776611328,0.0,1.0,2.071059965357898e-05,0.06431630253791809,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.1,7.707237293766811,38.213287353515625,0.0,1.0,3.854019102054358e-05,0.0625079944729805,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.15,8.059524441630195,36.78257369995117,0.0,1.0,6.424306448413345e-05,0.061021238565444946,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.2,8.419228603264244,35.420352935791016,0.0,1.0,9.117886900980053e-05,0.05979534611105919,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.25,8.789548884466296,34.07975387573242,0.0,1.0,0.0001152697327982653,0.05876627564430237,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.3,9.173126514387157,32.73898696899414,0.0,1.0,0.0001367618406403771,0.05789604038000107,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.35,9.57312919943999,31.382869720458984,0.0,1.0,0.00015403536582265853,0.05716560408473015,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.4,9.99371742715573,29.99579620361328,0.0,1.0,0.00016730111420010428,0.05656803771853447,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.45,10.44013353807031,28.564613342285156,0.0,1.0,0.00017700318864487447,0.05610739439725876,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.5,10.919211159962764,27.07369613647461,0.0,1.0,0.00017394600198009858,0.055801767855882645,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.55,11.441551398486144,25.501075744628906,0.0,1.0,0.0001781718566822155,0.05569428205490112,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.6,12.015743764734951,23.83995819091797,0.0,1.0,0.00016857289355282003,0.055829353630542755,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.65,12.660307053018933,22.061004638671875,0.0,1.0,0.00015538097745698687,0.056326597929000854,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.7,13.398268691768852,20.139629364013672,0.0,1.0,0.00013765622632817817,0.05737019702792168,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.75,14.262479849442375,18.052490234375,0.0,1.0,0.00011573458282046852,0.059274788945913315,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.8,15.30453573391188,15.759130477905273,0.0,1.0,9.999466437359113e-05,0.06260180473327637,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.85,16.600074980698412,13.223114013671875,0.0,1.0,8.416252100310224e-05,0.06829197704792023,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.9,18.329360081488737,10.370386123657227,0.0,1.0,6.860547025801208e-05,0.0784996971487999,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,0.95,20.99420488455682,7.127065181732178,0.0,1.0,6.55613215855164e-05,0.0998435690999031,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
12,salameche_pikachu,64,0.0,0.03,0.1,True,1.0,26.507730071551908,3.2205450534820557,0.0,0.999267578125,0.00010414632312383963,0.15504193305969238,1.726135015487671,0.0821969054994129,1.7261347770690918,2.384185791015625e-07,0.086137344,4.258202624,,,,,,,,
13,salameche_pikachu,64,1.0,0.03,0.1,True,0.0,6.984703626223555,41.61235046386719,0.0,1.0,0.055442616662340176,0.06826397776603699,0.9316880702972412,0.044366098585582915,0.9316878318786621,2.384185791015625e-07,0.080231936,4.258202624,,,,,,,,
13,salameche_pikachu,64,1.0,0.03,0.1,True,0.05,7.125805437094654,40.983055114746094,0.0,1.0,0.054998697192741794,0.06692175567150116,0.9316880702972412,0.044366098585582915,0.9316878318786621,2.384185791015625e-07,0.080231936,4.258202624,,,,,,,,
13,salameche_pikachu,64,1.0,0.03,0.1,True,0.1,7.282518964476495,40.3072624206543,0.0,1.0,0.05553231076166332,0.0660935789346695,0.9316880702972412,0.044366098585582915,0.9316878318786621,2.384185791015625e-07,0.080231936,4.258202624,,,,,,,,
13,salameche_pikachu,64,1.0,0.03,0.1,True,0.15,7.459010850717405,39.567081451416016,0.0,1.0,0.057196488326234154,0.06562479585409164,0.9316880702972412,0.044366098585582915,0.9316878318786621,2.384185791015625e-07,0.080231936,4.258202624,,,,,,,,
13,salameche_pikachu,64,1.0,0.03,0.1,True,0.2,7.636112686444955,38.81718826293945,0.0,1.0,0.05935369106729287,0.06523430347442627,0.9316880702972412,0.044366098585582915,0.9316878318786621,2.384185791015625e-07,0.080231936,4.258202624,,,,,,,,
13,salameche_pikachu,64,1.0,0.03,0.1,True,0.25,7.81020993933925,38.07179260253906,0.0,1.0,0.06149905419290135,0.06484147906303406,0.9316880702972412,0.044366098585582915,0.9316878318786621,2.384185791015625e-07,0.080231936,4.258202624,,,,,,,,
